Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft)
Chembur,1 RK Apartment,28000,460 sq.ft,Fully Furnished,1,Missing,1.0,343 sq.ft
Chembur,3 BHK Apartment,60000,1500 sq.ft,Fully Furnished,3,2,2.0,1100 sq.ft
Chembur,2 BHK Apartment,60000,700 sq.ft,Fully Furnished,2,2,2.0,650 sq.ft
Chembur,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,Missing,2.0,700 sq.ft
Chembur,2 BHK Apartment,65000,700 sq.ft,Fully Furnished,2,2,2.0,650 sq.ft
Chembur,2 BHK Apartment,45000,760 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Chembur,2 BHK Apartment,55000,800 sq.ft,Fully Furnished,2,Missing,2.0,710 sq.ft
Chembur,2 BHK Apartment,55000,850 sq.ft,Fully Furnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,40000,960 sq.ft,Unfurnished,2,Missing,1.0,800 sq.ft
Chembur,2 BHK Apartment,35000,760 sq.ft,Fully Furnished,2,Missing,1.0,675 sq.ft
Chembur,2 BHK Apartment,45000,830 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Chembur,2 BHK Apartment,50000,1100 sq.ft,Fully Furnished,2,Missing,1.0,1050 sq.ft
Chembur,2 BHK Apartment,55000,800 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Chembur,1 BHK Apartment,25000,600 sq.ft,Unfurnished,1,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0.0,485 sq.ft
Chembur,3 BHK Apartment,65000,1500 sq.ft,Unfurnished,3,Missing,1.0,1200 sq.ft
Chembur,1 BHK Apartment,30000,600 sq.ft,Semi Furnished,2,Missing,1.0,450 sq.ft
Chembur,1 BHK Apartment,26000,700 sq.ft,Unfurnished,1,Missing,0.0,450 sq.ft
Chembur,3 BHK Apartment,38000,950 sq.ft,Unfurnished,3,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,27000,700 sq.ft,Unfurnished,Missing,Missing,0.0,450 sq.ft
Chembur,2 BHK Apartment,35000,800 sq.ft,Unfurnished,2,Missing,1.0,600 sq.ft
Chembur,2 BHK Apartment,35000,800 sq.ft,Unfurnished,2,Missing,1.0,600 sq.ft
Chembur,1 BHK Apartment,27000,700 sq.ft,Unfurnished,1,Missing,0.0,430 sq.ft
Chembur,1 BHK Apartment,27000,600 sq.ft,Unfurnished,1,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,30000,800 sq.ft,Unfurnished,2,2,0.0,550 sq.ft
Chembur,2 BHK Apartment,45000,950 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,30000,780 sq.ft,Unfurnished,1,Missing,0.0,550 sq.ft
Chembur,2 BHK Apartment,40000,1300 sq.ft,Fully Furnished,2,1,2.0,1000 sq.ft
Chembur,1 BHK Apartment,25000,600 sq.ft,Unfurnished,1,Missing,0.0,400 sq.ft
Chembur,1 BHK Apartment,25000,600 sq.ft,Unfurnished,1,Missing,0.0,430 sq.ft
Chembur,1 BHK Apartment,25000,600 sq.ft,Unfurnished,Missing,Missing,0.0,400 sq.ft
Chembur,2 BHK Apartment,40000,900 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,3 BHK Apartment,55000,1150 sq.ft,Unfurnished,3,1,1.0,950 sq.ft
Chembur,2 BHK Apartment,45000,950 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,40000,1000 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,45000,950 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,30000,550 sq.ft,Semi Furnished,2,Missing,0.0,450 sq.ft
Chembur,2 BHK Apartment,40000,721 sq.ft,Unfurnished,2,Missing,0.0,676 sq.ft
Chembur,2 BHK Apartment,45000,980 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Chembur,1 RK Apartment,28000,490 sq.ft,Semi Furnished,1,Missing,1.0,343 sq.ft
Chembur,3 BHK Apartment,65000,1300 sq.ft,Semi Furnished,2,Missing,1.0,1000 sq.ft
Chembur,1 BHK Apartment,30000,460 sq.ft,Semi Furnished,1,Missing,1.0,350 sq.ft
Chembur,3 BHK Apartment,75000,1100 sq.ft,Semi Furnished,2,Missing,1.0,924 sq.ft
Chembur,2 BHK Apartment,45000,790 sq.ft,Unfurnished,2,2,1.0,680 sq.ft
Chembur,2 BHK Apartment,40000,870 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,40000,500 sq.ft,Fully Furnished,1,Missing,1.0,360 sq.ft
Chembur,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,32000,800 sq.ft,Unfurnished,2,Missing,0.0,525 sq.ft
Chembur,2 BHK Apartment,35000,750 sq.ft,Unfurnished,2,Missing,0.0,550 sq.ft
Chembur,2 BHK Apartment,50000,980 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Chembur,2 BHK Apartment,45000,925 sq.ft,Unfurnished,2,Missing,1.0,725 sq.ft
Chembur,3 BHK Apartment,60000,1500 sq.ft,Unfurnished,3,Missing,1.0,1100 sq.ft
Chembur,3 BHK Apartment,75000,1900 sq.ft,Unfurnished,3,3,2.0,1400 sq.ft
Chembur,3 BHK Apartment,60000,1600 sq.ft,Unfurnished,3,Missing,1.0,1200 sq.ft
Chembur,1 BHK Apartment,35000,800 sq.ft,Unfurnished,2,1,0.0,550 sq.ft
Chembur,2 BHK Apartment,40000,1000 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,45000,850 sq.ft,Unfurnished,2,Missing,0.0,667 sq.ft
Chembur,2 BHK Apartment,45000,850 sq.ft,Unfurnished,2,Missing,0.0,667 sq.ft
Chembur,1 BHK Apartment,35000,800 sq.ft,Semi Furnished,2,Missing,0.0,500 sq.ft
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,35000,700 sq.ft,Unfurnished,2,Missing,0.0,550 sq.ft
Chembur,2 BHK Apartment,42000,950 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,40000,950 sq.ft,Unfurnished,2,Missing,1.0,705 sq.ft
Chembur,2 BHK Apartment,35000,750 sq.ft,Unfurnished,2,Missing,0.0,550 sq.ft
Chembur,1 BHK Apartment,30000,650 sq.ft,Unfurnished,1,Missing,0.0,485 sq.ft
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,30000,550 sq.ft,Unfurnished,2,Missing,0.0,460 sq.ft
Chembur,2 BHK Apartment,45000,950 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,28000,580 sq.ft,Semi Furnished,2,Missing,0.0,450 sq.ft
Chembur,1 BHK Apartment,30000,700 sq.ft,Unfurnished,2,Missing,1.0,480 sq.ft
Chembur,2 BHK Apartment,45000,1300 sq.ft,Unfurnished,2,3,1.0,800 sq.ft
Chembur,3 BHK Apartment,65000,1450 sq.ft,Unfurnished,3,3,2.0,1000 sq.ft
Chembur,1 BHK Apartment,50000,670 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Chembur,3 BHK Apartment,65000,2500 sq.ft,Semi Furnished,3,Missing,1.0,1000 sq.ft
Chembur,2 BHK Apartment,50000,890 sq.ft,Semi Furnished,2,Missing,1.0,760 sq.ft
Chembur,1 BHK Apartment,25000,580 sq.ft,Unfurnished,1,Missing,1.0,410 sq.ft
Chembur,2 BHK Apartment,48000,860 sq.ft,Fully Furnished,2,Missing,1.0,710 sq.ft
Chembur,2 BHK Apartment,38000,860 sq.ft,Semi Furnished,2,Missing,1.0,720 sq.ft
Chembur,2 BHK Apartment,42000,1125 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,48000,1128 sq.ft,Unfurnished,2,1,1.0,725 sq.ft
Chembur,3 BHK Apartment,46000,1242 sq.ft,Unfurnished,3,2,1.0,985 sq.ft
Chembur,2 BHK Apartment,42900,1126 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,55000,1145 sq.ft,Fully Furnished,2,1,1.0,725 sq.ft
Chembur,1 BHK Apartment,42900,685 sq.ft,Fully Furnished,2,1,1.0,475 sq.ft
Chembur,1 BHK Apartment,35800,665 sq.ft,Unfurnished,1,Missing,1.0,450 sq.ft
Chembur,1 BHK Apartment,32900,668 sq.ft,Unfurnished,1,1,1.0,438 sq.ft
Chembur,1 BHK Apartment,36700,685 sq.ft,Unfurnished,2,1,1.0,475 sq.ft
Chembur,1 BHK Apartment,29800,645 sq.ft,Unfurnished,1,Missing,1.0,432 sq.ft
Chembur,1 BHK Apartment,28900,663 sq.ft,Unfurnished,1,Missing,1.0,420 sq.ft
Chembur,2 BHK Apartment,44900,1127 sq.ft,Unfurnished,2,1,1.0,723 sq.ft
Chembur,2 BHK Apartment,45900,1156 sq.ft,Unfurnished,2,1,1.0,725 sq.ft
Chembur,2 BHK Apartment,43900,1126 sq.ft,Unfurnished,2,2,1.0,723 sq.ft
Chembur,2 BHK Apartment,42900,1142 sq.ft,Unfurnished,2,1,1.0,722 sq.ft
Chembur,2 BHK Apartment,46900,1127 sq.ft,Unfurnished,2,1,1.0,728 sq.ft
Chembur,2 BHK Apartment,40700,1050 sq.ft,Unfurnished,2,1,1.0,688 sq.ft
Chembur,2 BHK Apartment,60900,1145 sq.ft,Unfurnished,2,2,1.0,728 sq.ft
Chembur,2 BHK Apartment,46900,1143 sq.ft,Unfurnished,2,Missing,1.0,726 sq.ft
Chembur,2 BHK Apartment,42900,1142 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Chembur,2 BHK Apartment,43600,1132 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,60900,1132 sq.ft,Fully Furnished,2,1,1.0,720 sq.ft
Chembur,2 BHK Apartment,42000,1124 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,38900,1142 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,44500,1135 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,43700,1136 sq.ft,Unfurnished,2,1,1.0,712 sq.ft
Chembur,2 BHK Apartment,42000,1128 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,45700,1135 sq.ft,Fully Furnished,2,Missing,1.0,723 sq.ft
Chembur,2 BHK Apartment,44690,1125 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Chembur,2 BHK Apartment,46000,1128 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,56900,1145 sq.ft,Fully Furnished,2,1,1.0,725 sq.ft
Chembur,2 BHK Apartment,46700,1136 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,42000,1135 sq.ft,Unfurnished,2,1,1.0,715 sq.ft
Chembur,2 BHK Apartment,65000,1145 sq.ft,Fully Furnished,2,1,1.0,725 sq.ft
Chembur,2 BHK Apartment,40500,1123 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,39500,1112 sq.ft,Unfurnished,2,1,1.0,715 sq.ft
Chembur,3 BHK Apartment,75000,1445 sq.ft,Fully Furnished,3,1,1.0,1000 sq.ft
Chembur,2 BHK Apartment,38700,1122 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,1 BHK Apartment,29500,655 sq.ft,Unfurnished,1,Missing,1.0,420 sq.ft
Chembur,2 BHK Apartment,39700,1123 sq.ft,Unfurnished,2,1,0.0,721 sq.ft
Chembur,2 BHK Apartment,45000,1124 sq.ft,Fully Furnished,2,Missing,2.0,725 sq.ft
Chembur,3 BHK Apartment,70000,1325 sq.ft,Unfurnished,3,2,1.0,1000 sq.ft
Chembur,3 BHK Apartment,77800,1323 sq.ft,Unfurnished,3,2,1.0,1020 sq.ft
Chembur,2 BHK Apartment,44700,1125 sq.ft,Unfurnished,2,1,1.0,700 sq.ft
Chembur,1 BHK Apartment,37600,688 sq.ft,Fully Furnished,2,1,1.0,478 sq.ft
Chembur,1 BHK Apartment,33000,687 sq.ft,Unfurnished,2,Missing,1.0,456 sq.ft
Chembur,1 BHK Apartment,31820,678 sq.ft,Unfurnished,1,Missing,1.0,445 sq.ft
Chembur,2 BHK Apartment,48750,1126 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Chembur,1 RK Apartment,19000,452 sq.ft,Unfurnished,1,2,0.0,323 sq.ft
Chembur,2 BHK Apartment,63900,1145 sq.ft,Fully Furnished,2,1,1.0,725 sq.ft
Chembur,2 BHK Apartment,47900,1127 sq.ft,Unfurnished,2,Missing,2.0,722 sq.ft
Chembur,2 BHK Apartment,50900,1143 sq.ft,Unfurnished,2,Missing,1.0,732 sq.ft
Chembur,2 BHK Apartment,45300,1126 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Chembur,2 BHK Apartment,58900,1138 sq.ft,Unfurnished,2,1,1.0,723 sq.ft
Chembur,2 BHK Apartment,49900,1121 sq.ft,Fully Furnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,47500,1135 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Chembur,2 BHK Apartment,48990,1132 sq.ft,Fully Furnished,2,1,1.0,700 sq.ft
Chembur,2 BHK Apartment,43500,1127 sq.ft,Unfurnished,2,1,1.0,726 sq.ft
Chembur,2 BHK Apartment,40900,1035 sq.ft,Unfurnished,2,1,1.0,685 sq.ft
Chembur,2 BHK Apartment,45000,1136 sq.ft,Unfurnished,2,1,1.0,712 sq.ft
Chembur,2 BHK Apartment,47900,1154 sq.ft,Unfurnished,2,1,1.0,730 sq.ft
Chembur,1 RK Apartment,18900,450 sq.ft,Unfurnished,1,2,0.0,320 sq.ft
Chembur,2 BHK Apartment,42000,810 sq.ft,Fully Furnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,45000,780 sq.ft,Fully Furnished,2,Missing,1.0,680 sq.ft
Chembur,2 BHK Apartment,60000,890 sq.ft,Fully Furnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,50000,860 sq.ft,Fully Furnished,2,Missing,0.0,700 sq.ft
Chembur,2 BHK Apartment,30000,750 sq.ft,Fully Furnished,2,Missing,1.0,620 sq.ft
Chembur,2 BHK Apartment,45000,890 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,45000,850 sq.ft,Fully Furnished,2,Missing,1.0,720 sq.ft
Chembur,2 BHK Apartment,55000,870 sq.ft,Fully Furnished,2,Missing,1.0,710 sq.ft
Chembur,2 BHK Apartment,60000,880 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Chembur,2 BHK Apartment,47000,870 sq.ft,Fully Furnished,2,Missing,1.0,700 sq.ft
Chembur,1 BHK Apartment,28000,450 sq.ft,Semi Furnished,1,Missing,1.0,375 sq.ft
Chembur,2 BHK Apartment,55000,870 sq.ft,Unfurnished,2,Missing,1.0,760 sq.ft
Chembur,1 BHK Apartment,30000,560 sq.ft,Unfurnished,1,Missing,0.0,440 sq.ft
Chembur,1 BHK Apartment,30000,680 sq.ft,Unfurnished,1,Missing,0.0,480 sq.ft
Chembur,3 BHK Apartment,45000,1550 sq.ft,Unfurnished,3,2,2.0,1150 sq.ft
Chembur,3 BHK Apartment,48000,1190 sq.ft,Unfurnished,2,1,1.0,916 sq.ft
Chembur,3 BHK Apartment,48000,1190 sq.ft,Unfurnished,2,1,1.0,916 sq.ft
Chembur,2 BHK Apartment,41000,900 sq.ft,Unfurnished,2,Missing,0.0,751 sq.ft
Chembur,2 BHK Apartment,42000,1200 sq.ft,Semi Furnished,2,1,1.0,790 sq.ft
Chembur,1 BHK Apartment,30000,560 sq.ft,Semi Furnished,2,Missing,1.0,430 sq.ft
Chembur,3 BHK Apartment,100000,1700 sq.ft,Unfurnished,3,Missing,1.0,1150 sq.ft
Chembur,3 BHK Apartment,75000,1360 sq.ft,Unfurnished,3,Missing,1.0,1200 sq.ft
Chembur,3 BHK Apartment,75000,1280 sq.ft,Semi Furnished,3,Missing,1.0,1100 sq.ft
Chembur,3 BHK Apartment,80000,1260 sq.ft,Fully Furnished,3,Missing,1.0,1120 sq.ft
Chembur,3 BHK Apartment,80000,1290 sq.ft,Fully Furnished,3,Missing,1.0,1150 sq.ft
Chembur,3 BHK Apartment,75000,1360 sq.ft,Semi Furnished,3,Missing,1.0,1200 sq.ft
Chembur,3 BHK Apartment,80000,1340 sq.ft,Unfurnished,3,Missing,1.0,1200 sq.ft
Chembur,2 BHK Apartment,40000,890 sq.ft,Unfurnished,2,Missing,1.0,754 sq.ft
Chembur,1 BHK Apartment,25000,580 sq.ft,Semi Furnished,1,Missing,1.0,425 sq.ft
Chembur,3 BHK Apartment,75000,1150 sq.ft,Fully Furnished,3,Missing,1.0,990 sq.ft
Chembur,1 BHK Apartment,40000,590 sq.ft,Fully Furnished,1,Missing,1.0,480 sq.ft
Chembur,1 BHK Apartment,28000,570 sq.ft,Unfurnished,1,Missing,1.0,450 sq.ft
Chembur,1 BHK Apartment,31000,490 sq.ft,Unfurnished,1,Missing,1.0,386 sq.ft
Chembur,1 BHK Apartment,32000,550 sq.ft,Fully Furnished,1,Missing,1.0,430 sq.ft
Chembur,2 BHK Apartment,65000,860 sq.ft,Semi Furnished,2,Missing,1.0,720 sq.ft
Chembur,2 BHK Apartment,40000,860 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,50000,850 sq.ft,Semi Furnished,2,Missing,1.0,720 sq.ft
Chembur,2 BHK Apartment,55000,880 sq.ft,Semi Furnished,2,Missing,1.0,720 sq.ft
Chembur,2 BHK Apartment,45000,870 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,3 BHK Apartment,80000,1350 sq.ft,Fully Furnished,3,Missing,1.0,1250 sq.ft
Chembur,2 BHK Apartment,55000,960 sq.ft,Fully Furnished,2,Missing,1.0,800 sq.ft
Chembur,3 BHK Apartment,75000,1250 sq.ft,Fully Furnished,2,Missing,1.0,1100 sq.ft
Chembur,2 BHK Apartment,50000,840 sq.ft,Fully Furnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,55000,880 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Chembur,3 BHK Apartment,75000,1250 sq.ft,Unfurnished,2,Missing,1.0,1000 sq.ft
Chembur,2 BHK Apartment,40000,890 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Chembur,2 BHK Apartment,50000,860 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Colaba,2 BHK Apartment,100000,600 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Colaba,1 BHK Apartment,100000,800 sq.ft,Semi Furnished,1,Missing,1.0,Missing
Colaba,1 BHK Apartment,75000,680 sq.ft,Fully Furnished,1,1,0.0,540 sq.ft
Colaba,2 BHK Apartment,100000,600 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Colaba,1 BHK Apartment,100000,800 sq.ft,Semi Furnished,1,Missing,1.0,Missing
Colaba,1 BHK Apartment,75000,680 sq.ft,Fully Furnished,1,1,0.0,540 sq.ft
Colaba,3 BHK Apartment,120000,1600 sq.ft,Semi Furnished,3,2,0.0,1400 sq.ft
Colaba,2 BHK Apartment,90000,1000 sq.ft,Semi Furnished,2,Missing,0.0,800 sq.ft
Colaba,1 BHK Apartment,70000,700 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Colaba,1 BHK Apartment,75000,650 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Colaba,2 BHK Apartment,80000,1150 sq.ft,Semi Furnished,3,Missing,0.0,950 sq.ft
Colaba,2 BHK Apartment,150000,1250 sq.ft,Fully Furnished,2,1,1.0,Missing
Colaba,1 BHK Apartment,75000,680 sq.ft,Unfurnished,2,Missing,0.0,560 sq.ft
Colaba,1 BHK Apartment,62000,630 sq.ft,Semi Furnished,1,1,1.0,520 sq.ft
Colaba,1 RK Apartment,90000,650 sq.ft,Fully Furnished,1,Missing,0.0,530 sq.ft
Colaba,1 BHK Apartment,50000,600 sq.ft,Fully Furnished,1,Missing,0.0,480 sq.ft
Colaba,3 BHK Apartment,200000,1615 sq.ft,Semi Furnished,4,2,1.0,1308 sq.ft
Colaba,1 BHK Apartment,65000,550 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Colaba,1 RK Apartment,45000,520 sq.ft,Fully Furnished,1,Missing,0.0,430 sq.ft
Colaba,2 BHK Apartment,95000,950 sq.ft,Fully Furnished,2,Missing,1.0,820 sq.ft
Colaba,2 BHK Apartment,90000,900 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Colaba,1 BHK Apartment,80000,650 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Colaba,1 BHK Apartment,75000,700 sq.ft,Fully Furnished,1,Missing,0.0,Missing
Dadar,2 BHK Apartment,70000,980 sq.ft,Unfurnished,2,Missing,1.0,725 sq.ft
Dadar,1 BHK Apartment,45000,600 sq.ft,Semi Furnished,2,Missing,2.0,550 sq.ft
Dadar,3 BHK Apartment,70000,1100 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Dadar,1 BHK Apartment,50000,650 sq.ft,Fully Furnished,2,Missing,1.0,500 sq.ft
Dadar,3 BHK Apartment,120000,1600 sq.ft,Semi Furnished,3,Missing,2.0,1150 sq.ft
Dadar,2 BHK Apartment,75000,1080 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Dadar,2 BHK Apartment,60000,900 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Dadar,1 BHK Apartment,38000,600 sq.ft,Semi Furnished,2,1,1.0,475 sq.ft
Dadar,2 BHK Apartment,60000,1100 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Dadar,1 BHK Apartment,55000,650 sq.ft,Fully Furnished,1,1,1.0,550 sq.ft
Dadar,3 BHK Apartment,90000,1200 sq.ft,Semi Furnished,3,Missing,1.0,850 sq.ft
Dadar,1 BHK Apartment,40000,600 sq.ft,Semi Furnished,2,1,1.0,475 sq.ft
Dadar,1 RK Apartment,15000,225 sq.ft,Semi Furnished,1,Missing,0.0,225 sq.ft
Dadar,3 BHK Apartment,90500,1100 sq.ft,Unfurnished,3,2,1.0,880 sq.ft
Dadar,2 BHK Apartment,99000,1600 sq.ft,Fully Furnished,4,4,0.0,1200 sq.ft
Dadar,1 BHK Apartment,48000,564 sq.ft,Semi Furnished,1,1,1.0,470 sq.ft
Dadar,2 BHK Apartment,55000,950 sq.ft,Semi Furnished,3,Missing,1.0,750 sq.ft
Dadar,2 BHK Apartment,80000,1150 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Dadar,1 RK Apartment,21000,250 sq.ft,Semi Furnished,1,Missing,0.0,Missing
Dadar,2 BHK Apartment,70000,1050 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Dadar,3 BHK Apartment,80000,1700 sq.ft,Semi Furnished,3,Missing,1.0,1500 sq.ft
Dadar,2 BHK Apartment,75000,890 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Dadar,2 BHK Apartment,50000,675 sq.ft,Semi Furnished,2,1,1.0,600 sq.ft
Dadar,2 BHK Apartment,70000,800 sq.ft,Semi Furnished,2,2,2.0,650 sq.ft
Dadar,1 RK Apartment,25000,640 sq.ft,Fully Furnished,1,1,2.0,Missing
Dadar,2 BHK Apartment,65000,950 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Dadar,2 BHK Apartment,75000,910 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Dadar,2 BHK Apartment,60000,900 sq.ft,Fully Furnished,2,1,1.0,Missing
Dadar,1 RK Apartment,18000,230 sq.ft,Unfurnished,1,1,0.0,200 sq.ft
Dadar,1 BHK Apartment,45000,550 sq.ft,Fully Furnished,1,Missing,1.0,400 sq.ft
Dadar,2 BHK Apartment,70000,1050 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Dadar,1 BHK Apartment,42000,550 sq.ft,Semi Furnished,1,Missing,1.0,500 sq.ft
Dadar,1 BHK Apartment,55000,700 sq.ft,Unfurnished,1,2,0.0,600 sq.ft
Dadar,2 BHK Apartment,75000,1000 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Dadar,2 BHK Apartment,60000,750 sq.ft,Fully Furnished,2,1,2.0,615 sq.ft
Dadar,2 BHK Apartment,80000,1000 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Dadar,1 BHK Apartment,53000,650 sq.ft,Semi Furnished,1,1,1.0,500 sq.ft
Dadar,1 BHK Apartment,40000,600 sq.ft,Semi Furnished,1,1,2.0,500 sq.ft
Dadar,1 BHK Apartment,60000,550 sq.ft,Semi Furnished,1,1,0.0,500 sq.ft
Dadar,1 BHK Apartment,36000,510 sq.ft,Semi Furnished,2,4,3.0,450 sq.ft
Dadar,2 BHK Apartment,47000,638 sq.ft,Semi Furnished,1,Missing,0.0,510 sq.ft
Dadar,3 BHK Apartment,89000,1750 sq.ft,Semi Furnished,3,Missing,1.0,1500 sq.ft
Dadar,3 BHK Apartment,120000,1150 sq.ft,Semi Furnished,3,2,2.0,Missing
Dadar,3 BHK Apartment,120000,1780 sq.ft,Semi Furnished,3,3,2.0,1150 sq.ft
Dadar,3 BHK Apartment,130000,1700 sq.ft,Semi Furnished,3,1,0.0,1250 sq.ft
Dadar,2 BHK Apartment,75000,900 sq.ft,Unfurnished,2,Missing,0.0,755 sq.ft
Dadar,1 RK Apartment,20000,260 sq.ft,Unfurnished,2,Missing,0.0,225 sq.ft
Dadar,1 RK Apartment,25000,350 sq.ft,Semi Furnished,1,Missing,0.0,225 sq.ft
Dadar,2 BHK Apartment,80000,1240 sq.ft,Fully Furnished,2,3,2.0,870 sq.ft
Dadar,3 BHK Apartment,110000,1600 sq.ft,Fully Furnished,3,1,2.0,1300 sq.ft
Dadar,2 BHK Apartment,52000,1000 sq.ft,Semi Furnished,2,Missing,0.0,700 sq.ft
Dadar,1 RK Apartment,20000,180 sq.ft,Fully Furnished,Missing,Missing,0.0,150 sq.ft
Dadar,1 BHK Apartment,43000,500 sq.ft,Fully Furnished,1,Missing,0.0,420 sq.ft
Dadar,1 RK Apartment,26000,300 sq.ft,Unfurnished,1,Missing,0.0,280 sq.ft
Dadar,1 BHK Apartment,50000,650 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Dadar,1 RK Apartment,25000,560 sq.ft,Fully Furnished,1,Missing,0.0,220 sq.ft
Dadar,1 BHK Apartment,75000,815 sq.ft,Fully Furnished,2,1,1.0,650 sq.ft
Dadar,1 BHK Apartment,50000,700 sq.ft,Fully Furnished,1,Missing,1.0,510 sq.ft
Dadar,1 RK Apartment,30000,180 sq.ft,Unfurnished,1,Missing,0.0,150 sq.ft
Dadar,1 RK Apartment,32000,300 sq.ft,Unfurnished,1,Missing,0.0,200 sq.ft
Dadar,1 RK Apartment,22000,300 sq.ft,Unfurnished,1,Missing,0.0,200 sq.ft
Dadar,2 BHK Apartment,65000,985 sq.ft,Semi Furnished,2,2,1.0,800 sq.ft
Dadar,3 BHK Apartment,110000,1540 sq.ft,Unfurnished,3,1,1.0,1100 sq.ft
